-183.033	-492.743	799.841
-178.763	-492.543	799.948
-191.562	-483.19	799.668
-184.312	-485.028	798.627
-177.006	-483.687	798.697
-164.757	-482.629	798.34
-155.43	-482.864	798.57
-144.957	-483.88	798.757
-134.996	-483.361	798.963
-125.109	-481.829	799.325
-115.473	-481.77	799.564
-108.002	-481.044	799.752
-193.054	-474.552	799.666
-184.6	-474.989	798.338
-174.845	-475.535	798.119
-164.878	-476.229	798.363
-155.241	-475.141	798.606
-145.257	-474.853	798.704
-134.654	-475.192	798.261
-125.259	-474.819	799.084
-115.972	-477.019	799.57
-104.765	-476.518	799.85
-98.9575	-476.695	799.993
-203.23	-464.167	799.456
-196.154	-466.001	799.624
-185.138	-467.604	799.68
-177.499	-469.112	798.079
-160.934	-469.968	798.486
-153.836	-465.884	798.678
-145.191	-465.205	798.895
-134.723	-466.316	799.035
-126.832	-467.541	799.273
-203.49	-457.362	799.477
-198.431	-458.536	799.597
-152.303	-458.129	798.747
-147.649	-458.487	798.861
-175.93	-511.248	809.914
-192.796	-503.326	809.213
-184.589	-504.978	807.413
-175.152	-504.6	806.683
-165.391	-503.133	807.083
-155.44	-502.754	807.645
-145.074	-502.216	807.632
-134.976	-502.191	808.272
-126.701	-500.235	808.684
-201.315	-492.46	809.36
-194.697	-494.76	806.746
-186.471	-496.132	802.52
-174.525	-495.492	802.699
-164.843	-494.899	802.841
-154.873	-494.89	803.297
-144.819	-495.038	803.634
-135.219	-495.098	804.19
-124.741	-494.991	806.136
-115.318	-493.994	807.915
-105.042	-493.141	808.252
-97.5912	-492.412	809.403
-212.745	-481.414	809.122
-204.06	-484.226	807.73
-196.032	-485.365	803.288
-189.254	-488.764	801.697
-173.974	-485.573	800.094
-165.557	-487.768	800.294
-155.557	-487.835	800.541
-144.915	-489.032	800.8
-134.165	-487.889	801.188
-125.371	-487.139	802.075
-114.742	-486.588	802.696
-104.51	-485.348	802.907
-95.0789	-484.827	805.065
-87.86	-483.433	807.483
-222.52	-473.033	808.629
-215.137	-474.557	806.853
-204.754	-474.966	803.363
-196.739	-475.36	801.566
-171.93	-471.271	800.202
-166.148	-471.589	800.344
-114.034	-472.188	802.066
-104.989	-473.402	802.214
-94.8525	-474.891	802.138
-87.3032	-474.692	805.091
-223.833	-465.027	808.041
-214.68	-465.099	804.22
-207.448	-465.649	801.34
-193.256	-463.657	801.699
-185.074	-462.889	801.979
-174.708	-464.568	801.294
-165.626	-464.936	801.653
-157.776	-463.992	800.582
-141.153	-460.919	801.006
-134.951	-461.151	801.301
-123.973	-463.962	802.326
-115.427	-465.648	806.133
-104.555	-465.361	806.104
-95.1429	-464.841	802.736
-86.2784	-465.138	805.339
-223.362	-454.916	807.968
-214.679	-455.019	803.36
-205.142	-453.697	801.514
-194.454	-454.289	804.351
-184.82	-455.138	805.576
-174.945	-455.086	804.963
-164.315	-455.078	803.404
-155.032	-454.518	801.029
-144.195	-454.652	801.431
-135.207	-454.807	804.445
-126.115	-457.437	806.876
-101.389	-458.645	809.976
-94.357	-458.113	806.751
-88.5279	-458.968	807.103
-223.374	-445.127	808.079
-215.025	-444.84	804.227
-204.524	-445.043	802.675
-195.398	-445.296	807.448
-184.712	-445.236	808.574
-174.626	-445.053	807.11
-164.566	-444.912	804.845
-154.417	-445.207	803.311
-145.744	-445.466	805.916
-137.995	-448.288	808.862
-223.381	-434.763	807.79
-214.631	-435.128	804.165
-204.728	-434.934	805.406
-197.204	-437.5	808.958
-185.667	-438.996	809.963
-173.846	-436.923	808.122
-164.996	-435.016	807.523
-156.223	-436.722	807.643
-148.31	-438.997	808.894
-223.502	-425.007	807.9
-215.114	-425	805.668
-205.832	-425.322	807.865
-165.067	-429.105	808.518
-223.241	-415.046	808.743
-215.136	-414.994	807.753
-207.882	-416.677	808.596
-221.979	-407.417	809.191
-214.737	-407.572	809.369
-193.569	-521.304	819.158
-184.388	-522.212	818.523
-175.149	-523.06	817.782
-165.993	-521.891	818.094
-158.779	-520.169	818.279
-202.222	-512.796	818.139
-194.73	-515.106	816.512
-185.297	-515.157	814.999
-174.521	-515.848	812.608
-165.099	-515.038	813.623
-155.026	-514.816	815.532
-145.344	-514.179	816.763
-135.621	-512.414	817.055
-125.761	-511.865	818.066
-117.11	-510.982	819.348
-204.131	-505.016	815.998
-196.667	-505.897	812.456
-189.579	-508.731	811.58
-171.721	-508.637	810.029
-164.951	-508.322	810.197
-154.549	-507.409	810.791
-144.797	-507.368	811.62
-134.416	-506.815	811.826
-124.977	-505.549	813.824
-115.194	-505.094	816.382
-105.065	-503.717	817.579
-95.5399	-503.082	818.489
-88.8123	-500.54	818.096
-222.091	-491.381	818.536
-214.087	-493.952	817.514
-205.454	-495.561	813.732
-199.404	-498.221	811.379
-114.28	-498.992	811.489
-105.079	-498.02	812.918
-94.4828	-496.476	813.379
-85.1079	-494.455	813.907
-78.9674	-492.904	818.371
-233.836	-484.911	817.149
-225.347	-484.879	815.823
-215.445	-485.943	813.745
-207.879	-487.17	812.21
-91.9109	-489.862	810.086
-83.4479	-485.489	811.983
-78.0387	-484.746	817.701
-271.04	-471.671	819.683
-268.898	-471.494	819.737
-234.352	-474.995	815.381
-225.914	-476.258	811.736
-219.081	-479.459	810.967
-82.0112	-475.103	812.859
-77.9248	-476.361	817.893
-270.86	-467.065	819.041
-268.895	-466.9	819.755
-233.019	-465.137	813.747
-228.503	-464.216	810.795
-114.034	-460.627	811.935
-108.727	-461.262	811.779
-81.2134	-465.183	813.03
-78.6431	-466.975	818.084
-234.086	-454.936	814.91
-228.337	-454.872	811.144
-130.372	-451.014	811.284
-123.964	-452.811	814.227
-115.32	-455.137	816.927
-105.68	-454.719	814.915
-95.6102	-453.466	811.209
-84.8494	-454.559	814.147
-233.647	-445.08	814.963
-228.258	-445.089	811.338
-192.322	-441.371	811.782
-185.546	-440.977	810.623
-142.19	-442.087	812.578
-135.208	-445.499	815.798
-128.268	-448.383	818.753
-111.396	-449.373	819.737
-105.198	-447.71	818.958
-95.1824	-448.008	816.068
-86.248	-447.736	816.776
-234.221	-435.015	815.991
-228.304	-434.854	811.345
-194.198	-433.97	814.067
-185.038	-435.067	811.988
-176.236	-432.625	810.317
-169.548	-430.145	810.398
-153.633	-432.579	812.586
-146.213	-436.172	815.9
-139.611	-439.541	819.078
-234.525	-424.931	816.412
-228.44	-425.034	811.353
-201.096	-423.601	813.478
-195.1	-425.152	816.404
-184.79	-424.898	816.491
-175.048	-425.137	814.22
-164.605	-424.187	812.681
-155.264	-425.56	816.845
-148.931	-428.45	818.892
-234.616	-415.114	814.983
-228.016	-414.324	811.008
-203.48	-414.336	814.806
-195.982	-417.229	819.072
-187.603	-418.462	819.171
-173.638	-418.214	817.822
-164.615	-416.738	817.4
-156.613	-416.878	818.661
-234.836	-404.822	815.245
-225.72	-404.143	811.542
-214.441	-402.402	811.724
-205.476	-405.432	816.196
-240.624	-391.267	818.765
-234.991	-394.889	815.954
-224.992	-395.03	812.905
-215.291	-394.977	813.116
-207.283	-395.231	817.082
-240.63	-385.154	818.789
-235.061	-384.968	816.269
-225.512	-385.021	814.619
-215.064	-385.028	815.204
-207.973	-385.853	818.539
-240.636	-379.041	818.814
-234.062	-376.333	818.417
-224.702	-374.781	816.921
-215.255	-375.613	817.754
-209.353	-378.81	819.589
-224.376	-366.139	818.882
-217.36	-366.343	818.544
-202.113	-531.808	828.46
-195.3	-532.646	827.567
-185.063	-532.277	826.981
-174.426	-532.895	826.914
-165.851	-532.637	827.071
-158.671	-531.643	828.207
-211.316	-522.336	828.935
-204.774	-524.947	825.818
-195.371	-525.887	823.212
-185.712	-526.913	822.614
-175.285	-528.218	823.045
-164.466	-526.232	822.767
-154.704	-525.307	823.904
-144.924	-523.565	825.189
-135.523	-522.027	827.024
-127.92	-521.369	829.009
-270.316	-510.272	827.522
-264.289	-513.859	827.598
-254.373	-514.647	827.899
-244.539	-514.086	827.045
-235.728	-512.241	827.417
-224.598	-511.091	828.651
-214.209	-513.893	827.472
-205.988	-516.149	823.109
-199.82	-519.306	821.255
-151.246	-519.679	820.462
-144.393	-518.857	821.432
-134.229	-517.195	823.362
-124.727	-517.001	825.402
-114.562	-513.888	825.216
-105.132	-512.172	826.287
-95.584	-511.509	828.188
-270.698	-503.961	823.55
-264.709	-504.92	825.957
-255.237	-504.992	827.593
-245.256	-505.155	825.066
-234.913	-504.837	824.67
-225.326	-505.068	826.281
-214.856	-505.194	824.052
-209.287	-505.823	821.075
-104.077	-508.995	822.398
-93.6268	-506.874	822.889
-84.8524	-504.37	824.361
-78.2555	-503.08	827.412
-270.474	-493.766	822.798
-264.841	-494.994	823.731
-255.616	-495.102	826.844
-244.867	-495.276	823.078
-235.122	-495.049	821.345
-225.399	-495.522	821.799
-217.56	-497.717	821.5
-80.4496	-497.674	820.309
-75.9202	-494.305	825.037
-270.799	-484.352	821.632
-264.684	-484.981	822.798
-255.286	-485.151	826.001
-245.322	-485.012	822.746
-238.395	-486.318	820.432
-74.1283	-485.317	824.822
-270.713	-475.944	821.668
-264.496	-475.068	822.555
-255.104	-474.933	826.724
-244.95	-475.248	823.94
-239.651	-475.2	820.446
-73.2434	-475.498	824.652
-270.544	-463.95	822.385
-264.722	-464.968	823.439
-256.938	-466.122	827.034
-244.021	-465.339	825.418
-238.217	-465.135	820.522
-76.1378	-464.667	824.241
-271.346	-453.939	826.926
-264.682	-454.96	825.799
-258.276	-455.722	827.57
-242.939	-454.938	825.87
-120.024	-450.065	821.515
-75.7299	-454.761	824.701
-270.797	-446.923	827.765
-264.268	-445.559	827.779
-258.729	-449.025	828.055
-243.145	-444.894	826.094
-238.207	-444.857	820.604
-132.391	-442.001	823.805
-124.535	-444.628	825.78
-114.95	-444.936	825.921
-105.194	-443.32	825.081
-94.796	-442.721	823.203
-83.8004	-443.911	823.5
-76.1638	-445.807	826.123
-264.491	-437.903	827.957
-243.282	-435.281	825.739
-239.348	-434.466	820.617
-142.843	-433.107	823.879
-136.018	-436.38	826.515
-127.822	-439.098	829.342
-110.692	-439.995	829.763
-109.265	-439.878	829.799
-93.1349	-438.259	827.767
-85.6079	-439.523	827.394
-243.737	-424.746	825.96
-239.634	-424.692	820.649
-151.622	-421.176	820.848
-145.11	-424.599	825.114
-243.592	-414.759	825.355
-194.153	-412.882	822.783
-184.506	-414.35	823.026
-175.848	-413.681	823.304
-165.197	-411.967	823.075
-154.045	-413.554	822.293
-145.033	-415.008	826.198
-138.078	-413.022	829.193
-244.131	-404.562	825.297
-201.207	-402.269	822.799
-194.948	-405.074	825.865
-185.516	-405.816	827.272
-174.82	-407.07	827.347
-165.006	-407.027	827.017
-154.396	-407.271	826.898
-145.743	-408.292	828.524
-138.176	-408.029	829.211
-244.402	-394.862	824.722
-202.058	-394.609	824.215
-195.732	-395.441	829.268
-189.678	-395.499	829.98
-174.548	-391.353	828.377
-250.688	-383.427	828.518
-245.716	-384.761	824.182
-203.871	-384.759	824.749
-199.743	-388.589	829.759
-174.311	-388.06	828.396
-252.154	-374.878	827.289
-245.234	-375.036	822.704
-236.537	-372.061	820.937
-211.468	-371.332	821.893
-206.858	-375.078	824.053
-252.694	-365.183	827.212
-244.896	-364.813	823.984
-234.682	-364.801	823.36
-225.323	-362.397	822.168
-213.941	-363.225	822.166
-205.729	-363.822	824.174
-198.47	-364.648	826.857
-251.789	-356.545	828.599
-244.636	-354.586	826.734
