108.717	-581.734	899.825
112.212	-582.084	899.331
146.732	-580.931	898.541
150.199	-580.877	898.446
147.35	-577.873	898.929
150.515	-577.247	899.095
167.209	-573.097	898.401
174.196	-573.09	897.024
180.467	-573.945	899.269
167.41	-565.005	898.098
175.261	-564.659	898.334
183.82	-562.382	899.657
168.477	-555.691	898.764
175.341	-554.794	899.425
185.262	-554.797	898.398
192.065	-552.581	897.322
177.854	-547.982	899.924
185.115	-545.347	898.912
193.185	-545.406	898.484
185.162	-537.754	899.674
193.637	-538.243	899.676
200.624	-535.879	899.665
-121.692	-593.334	909.393
-31.43	-583.713	909.163
-24.8701	-583.995	907.916
-16.0932	-584.13	909.238
29.833	-581.012	909.95
48.9796	-585.53	909.815
55.8657	-583.351	909.157
65.2836	-582.782	907.357
74.7094	-582.756	909.373
84.6635	-581.841	905.066
95.0155	-582.48	904.182
103.938	-581.595	902.099
116.475	-581.233	903.249
124.407	-582.317	906.753
135.735	-582.549	904.308
142.231	-582.907	902.17
154.964	-581.022	901.976
160.492	-580.213	902.582
-31.6195	-574.544	909.918
27.9665	-575.153	909.44
33.2091	-573.726	909.383
59.3338	-577.542	909.409
65.0809	-575.313	907.686
75.0447	-574.617	907.009
85.0913	-574.889	906.242
94.8147	-575.464	905.363
104.932	-574.901	904.104
115.204	-574.502	904.017
125.093	-575.083	903.831
135.101	-575.409	902.687
144.462	-574.176	901.314
154.984	-574.365	900.891
162.768	-575.244	901.075
181.082	-571.613	901.024
-42.3128	-561.868	908.298
-31.046	-568.895	909.889
28.4997	-569.212	909.494
33.205	-568.981	909.647
65.8985	-567.495	908.657
74.9889	-565.317	908.467
85.2468	-565.246	908.447
94.7046	-566.422	908.375
105.04	-565.236	907.291
114.965	-564.487	906
125.002	-565.505	904.465
135.208	-565.113	904.018
144.741	-564.743	903.159
154.876	-564.819	901.785
162.501	-565.224	900.579
184.013	-566.931	901.053
17.5941	-556.046	908.634
22.7471	-556.677	908.616
107.807	-558.217	908.311
114.325	-557.784	908.587
124.879	-557.774	906.508
135.331	-557.998	907.374
145.391	-557.116	907.135
155.892	-556.1	905.851
163.852	-554.808	902.692
176.208	-553.26	900.018
192.55	-556.685	901.159
167.225	-547.067	905.147
174.36	-544.042	902.101
196.694	-541.946	900.502
176.304	-535.388	905.026
184.623	-532.961	900.98
195.204	-534.388	900.961
202.676	-533.589	900.953
178.875	-525.164	907.042
184.961	-525.138	902.886
195.395	-525.198	902.885
185.432	-515.311	904.181
194.978	-514.927	903.717
185.637	-505.189	904.199
194.304	-504.891	901.894
200.816	-503.517	903.7
185.448	-495.031	904.455
195.63	-494.548	903.242
201.617	-493.462	904.141
186.072	-484.915	905.444
195.267	-484.491	904.417
201.27	-484.393	904.424
186.387	-474.558	905.699
194.999	-474.857	904.933
200.943	-474.987	905.344
186.318	-464.495	906.098
195.032	-465.206	904.807
201.179	-467.909	905.52
185.438	-455.028	906.589
194.823	-455.429	905.121
201.328	-455.654	907.484
185.92	-445.582	906.057
195.047	-445.349	906.287
200.302	-443.919	909.426
186.66	-435.583	906.423
194.818	-434.734	907.012
200.796	-431.929	909.535
187.484	-425.179	907.745
194.718	-424.73	907.474
200.89	-425.062	909.096
187.916	-415.141	908.739
194.272	-415.109	909.305
200.434	-413.084	909.858
188.414	-404.341	908.587
194.85	-404.973	909.109
201.89	-402.369	909.818
186.53	-394.757	908.658
194.586	-395.055	909.097
201.917	-398.137	909.824
186.584	-385.671	907.864
194.081	-385.678	908.186
186.975	-375.25	908.513
192.666	-375.179	908.592
187.288	-367.941	909.224
192.497	-367.811	909.328
189.374	-350.919	907.957
195.394	-352.901	907.792
200.745	-355.973	907.002
188.514	-346.595	909.118
193.282	-347.431	908.041
-221.926	-591.353	917.524
-214.948	-591.236	917.911
-204.383	-592.709	918.675
-195.071	-593.412	915.195
